,Player,Team,Position,FPts,GP,GS,Min,MCS,W,CS,SA,STA,GA,GAIB,GAOB,Sv,SvIB,SvOB,YC,RC,FC,FS,ErS,ErG,Pen,DP,PKGA,PKS,PKF,PKD,PKM,SubOn,SubOff,TkW,DIS,Tu,G,A,KP,PA,AP,C,Int,IntB,CLRA,CLR,CoS,OO,DW,DL,AER,AERL,AC,ACNC,LBA,HCA,HCS,Sm,Pu,OG,SOT,LB,Date
274,Ederson,MCI,G,-1.66,1,1,90,0,0,0,6,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,2019-11-30
275,Aaron Ramsdale,BOU,G,-1.72,1,1,90,0,0,0,14,5,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,14,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,10,2019-11-30
276,Nick Pope,BUR,G,-1.82,1,1,90,0,0,0,7,3,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,1,1,1,1,0,0,1,0,1,0,0,0,8,0,0,0,1,0,0,26,2019-11-30
277,Bernd Leno,ARS,G,8.36,1,1,90,0,0,0,15,8,2,1,1,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,0,0,2,2,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,12,2019-12-01
278,Kasper Schmeichel,LEI,G,7.44,1,1,90,0,1,0,11,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,8,2019-12-01
279,Tom Heaton,AVL,G,7.2,1,1,90,0,0,0,17,7,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,32,10,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,1,0,25,2019-12-01
280,Dean Henderson,SHU,G,5.22,1,1,90,0,0,0,13,4,1,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0,0,0,2,2,0,0,2,0,1,0,0,0,9,2,2,1,0,0,0,28,2019-12-01
281,Rui Patricio,WOL,G,5.12,1,1,90,0,0,0,10,4,1,1,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,1,1,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,10,2019-12-01
282,Jordan Pickford,EVE,G,4.16,1,1,90,0,0,0,16,6,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,0,0,2,2,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,26,2019-12-01
283,Tim Krul,NOR,G,2.78,1,1,90,0,0,0,16,6,2,2,0,4,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,28,14,0,0,0,1,1,0,0,0,1,0,1,0,0,7,1,1,0,1,0,0,21,2019-12-01
284,David de Gea,MUN,G,-1.52,1,1,90,0,0,0,9,3,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,2019-12-01
285,Vicente Guaita,CRY,G,17.2,1,1,90,90,1,1,6,3,0,0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,2,2,0,0,2,1,1,1,0,0,10,1,1,0,1,0,0,31,2019-12-03
286,Ederson,MCI,G,6.36,1,1,90,0,1,0,4,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,10,2019-12-03
287,Aaron Ramsdale,BOU,G,0.18,1,1,90,0,0,0,7,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,0,0,2,2,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,7,2019-12-03
288,Nick Pope,BUR,G,0.18,1,1,90,0,0,0,17,8,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,0,0,0,0,0,2,0,2,0,0,0,9,3,3,1,0,0,0,27,2019-12-03
289,Rui Patricio,WOL,G,16.22,1,1,90,90,1,1,6,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,0,0,0,1,1,0,0,1,0,1,0,0,0,10,0,0,0,1,0,0,15,2019-12-04
290,Kasper Schmeichel,LEI,G,12.4,1,1,90,90,1,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,2019-12-04
291,David de Gea,MUN,G,11.24,1,1,90,0,1,0,8,5,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,2019-12-04
292,Tom Heaton,AVL,G,10.32,1,1,90,0,0,0,25,9,2,2,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,16,0,0,0,0,0,0,0,2,0,2,0,0,0,11,1,1,0,0,0,0,17,2019-12-04
293,Kepa Arrizabalaga,CHE,G,7.32,1,1,90,0,1,0,9,3,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,2019-12-04
294,Alex McCarthy,SOU,G,7.2,1,1,90,0,1,0,10,3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,18,2019-12-04
295,Paulo Gazzaniga,TOT,G,6.24,1,1,90,0,0,0,12,7,2,2,0,5,2,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,23,12,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,13,2019-12-04
296,David Martin,WHU,G,6.1,1,1,90,0,0,0,13,7,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,13,2019-12-04
297,Adrian,LIV,G,5.4,1,1,90,0,1,0,12,4,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,0,0,0,0,11,2019-12-04
298,Tim Krul,NOR,G,2.68,1,1,90,0,0,0,14,5,2,2,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,34,0,0,0,2,2,0,0,1,0,1,0,0,0,8,0,0,0,1,0,0,24,2019-12-04
299,Ben Foster,WAT,G,2.16,1,1,90,0,0,0,12,5,2,2,0,3,3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,25,2019-12-04
300,Jordan Pickford,EVE,G,-9.84,1,1,90,0,0,0,11,5,5,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,0,1,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,17,2019-12-04
301,Martin Dubravka,NEW,G,22.2,1,1,90,90,1,1,13,6,0,0,0,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,10,0,0,0,3,3,0,0,1,0,1,0,0,0,9,1,1,0,2,0,0,24,2019-12-05
302,Mat Ryan,BHA,G,11.5,1,1,90,0,1,0,12,5,1,1,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,15,2019-12-05
303,Bernd Leno,ARS,G,10.36,1,1,90,0,0,0,20,9,2,2,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,18,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8,2019-12-05
304,Dean Henderson,SHU,G,0.22,1,1,90,0,0,0,6,4,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,0,0,0,0,0,0,0,1,0,1,0,0,0,4,2,2,0,0,0,0,11,2019-12-05
305,Paulo Gazzaniga,TOT,G,13.36,1,1,90,90,1,1,7,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,18,0,0,0,2,2,0,0,2,0,2,0,0,0,7,0,0,0,1,0,0,29,2019-12-07
306,Vicente Guaita,CRY,G,12.2,1,1,90,90,0,1,13,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,10,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,20,2019-12-07
307,Alisson,LIV,G,10.46,1,1,90,90,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,2019-12-07
308,David de Gea,MUN,G,9.8,1,1,90,0,1,0,23,5,1,1,0,4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2019-12-07
309,Jordan Pickford,EVE,G,9.26,1,1,90,0,1,0,15,4,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,35,2019-12-07
310,Aaron Ramsdale,BOU,G,7.18,1,1,90,0,0,0,21,9,3,3,0,6,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,0,0,0,2,2,0,0,2,0,1,0,0,0,6,0,0,0,1,0,0,27,2019-12-07
311,Ederson,MCI,G,6.22,1,1,90,0,0,0,11,7,2,2,0,5,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2019-12-07
312,Ben Foster,WAT,G,5.22,1,1,90,90,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,0,0,0,0,29,2019-12-07
313,Kepa Arrizabalaga,CHE,G,2.54,1,1,90,0,0,0,13,7,3,3,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,9,2019-12-07
314,Nick Pope,BUR,G,-5.72,1,1,90,0,0,0,13,7,5,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,0,0,0,2,2,0,0,2,0,2,0,0,0,12,1,1,0,0,0,0,25,2019-12-07
315,Dean Henderson,SHU,G,10.18,1,1,90,0,1,0,14,4,1,1,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,9,0,0,0,1,1,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,26,2019-12-08
316,Martin Dubravka,NEW,G,9.24,1,1,90,0,1,0,19,4,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,25,2019-12-08
317,Kasper Schmeichel,LEI,G,6.44,1,1,90,0,1,0,15,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,22,0,0,0,2,2,0,0,2,0,2,0,0,0,11,0,0,0,2,0,0,15,2019-12-08
318,Mat Ryan,BHA,G,4.56,1,1,90,0,0,0,13,6,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,28,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,13,2019-12-08
319,Alex McCarthy,SOU,G,4.3,1,1,90,0,0,0,12,6,2,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,0,0,1,1,0,0,2,0,2,0,0,0,9,1,0,0,0,0,0,13,2019-12-08
320,Rui Patricio,WOL,G,2.22,1,1,90,0,0,0,13,5,2,2,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,19,2019-12-08
321,Tom Heaton,AVL,G,1.22,1,1,90,0,0,0,23,8,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,31,11,0,0,0,1,1,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,25,2019-12-08
322,Tim Krul,NOR,G,-1.38,1,1,90,0,0,0,9,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,25,2019-12-08
323,Bernd Leno,ARS,G,9.64,1,1,90,0,1,0,11,4,1,1,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,8,2019-12-09
324,David Martin,WHU,G,-5.92,1,1,90,0,0,0,10,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,12,2019-12-09
325,Aaron Ramsdale,BOU,G,20.22,1,1,90,90,1,1,18,5,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,0,0,0,2,2,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,20,2019-12-14
326,Alisson,LIV,G,14.42,1,1,90,90,1,1,8,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2019-12-14
327,David Martin,WHU,G,12.82,1,1,90,90,1,1,11,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,16,0,0,0,1,1,0,0,0,0,0,0,0,0,15,0,0,0,1,0,0,30,2019-12-14
328,Dean Henderson,SHU,G,10.3,1,1,90,90,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,29,2019-12-14
329,Nick Pope,BUR,G,10.16,1,1,90,90,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,4,0,0,0,0,19,2019-12-14
330,Tim Krul,NOR,G,6.88,1,1,90,0,0,0,19,6,1,1,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,19,0,0,0,1,1,0,0,0,1,0,0,0,0,11,0,0,0,1,1,0,22,2019-12-14
331,Martin Dubravka,NEW,G,4.3,1,1,90,0,0,0,7,4,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,0,0,0,1,1,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,19,2019-12-14
332,Alex McCarthy,SOU,G,4.3,1,1,90,0,0,0,11,4,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,0,0,0,1,1,0,0,0,0,0,0,0,0,9,2,2,0,1,0,0,21,2019-12-14
333,Ben Foster,WAT,G,4.16,1,1,90,0,0,0,16,6,2,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,1,0,0,0,34,2019-12-14
334,Kasper Schmeichel,LEI,G,2.4,1,1,90,0,0,0,10,3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,2019-12-14
335,Kepa Arrizabalaga,CHE,G,1.46,1,1,90,0,0,0,11,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,23,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,1,0,0,0,0,11,2019-12-14
336,Tom Heaton,AVL,G,-1.72,1,1,90,0,0,0,7,3,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,14,0,0,0,2,2,0,0,1,0,1,0,0,0,7,1,1,0,1,0,0,25,2019-12-14
337,Ederson,MCI,G,12.36,1,1,90,90,1,1,6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,6,2019-12-15
338,Jordan Pickford,EVE,G,12.2,1,1,90,0,0,0,24,8,1,0,1,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,35,2019-12-15
339,Paulo Gazzaniga,TOT,G,11.2,1,1,90,0,1,0,19,5,1,0,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,21,2019-12-15
340,David de Gea,MUN,G,4.38,1,1,90,0,0,0,9,4,1,1,0,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,0,0,0,2,2,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,2,2019-12-15
341,Bernd Leno,ARS,G,2.3,1,1,90,0,0,0,14,7,3,2,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,0,0,0,1,1,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,8,2019-12-15
342,Rui Patricio,WOL,G,2.18,1,1,90,0,0,0,9,5,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,20,2019-12-15
343,Vicente Guaita,CRY,G,16.18,1,1,90,0,0,0,15,10,1,1,0,9,5,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,0,0,0,3,3,0,0,2,0,2,0,0,0,7,2,2,0,1,0,0,18,2019-12-16
344,Mat Ryan,BHA,G,4.38,1,1,90,0,0,0,11,4,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,10,2019-12-16
