,Player,Team,Position,FPts,GP,GS,Min,G,GOF,A,KP,ABS,AFKG,AHW,AOG,APL,APKG,AR,ASOP,S,SOT,SOP,SB,Tk,TkW,TLM,Tu,DIS,PLC,FC,FS,ErS,ErG,YC,RC,RCR,HB,Pen,DP,Off,PA,AP,SFTP,C,AC,ACNC,CF,CK,CIB,CF.1,CC,FKS,Int,IntB,CLRA,CLR,CoA,CoS,CSLM,BC,BS,DW,DL,AER,AERL,BCC,BCM,BCS,BR,FKG,FKM,PL,LB,LBA,SubOn,SubOff,PKG,PKA,PKM,PKD,OG,GAO,SAO,CS,CS.1,MCS,CSD,Date
3877,Lucas Digne,EVE,D,4.62,1,1,82,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,1,9,1,0,0,0,1,0,0,0,0,0,0,18,16,8,4,2,2,2,1,0,0,2,0,1,0,4,4,1,1,0,1,0,9,5,1,2,0,0,0,1,0,0,9,4,2,0,1,0,0,0,0,0,1,11,0,0,0,0,2019-12-07
3878,Fred,MUN,M,4.58,1,1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,1,0,0,0,0,0,0,0,0,0,0,32,24,8,3,0,0,3,2,0,1,1,0,1,0,1,1,3,3,0,0,1,3,6,0,1,0,0,0,2,0,0,13,2,1,0,0,0,0,0,0,0,1,23,0,0,0,0,2019-12-07
3879,Wilfried Zaha,CRY,"M,F",4.48,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,19,3,6,0,0,1,0,0,0,0,0,0,33,24,7,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,0,0,0,13,10,1,1,0,0,0,5,0,0,19,3,1,0,0,0,0,0,0,0,0,13,1,1,90,0,2019-12-07
3880,Gary Cahill,CRY,D,4.4,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,0,0,0,0,0,52,45,4,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,0,1,3,6,4,6,4,0,0,0,4,0,0,7,8,5,0,0,0,0,0,0,0,0,13,1,1,90,1,2019-12-07
3881,Ben Mee,BUR,D,4.38,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,0,2,0,0,0,0,0,0,0,0,0,75,59,0,1,1,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,1,4,2,3,2,0,0,0,8,0,0,19,10,2,0,0,0,0,0,0,0,5,13,0,0,0,0,2019-12-07
3882,Ryan Fraser,BOU,"M,F",4.3,1,1,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,28,20,6,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,10,3,0,0,0,0,0,0,0,0,3,21,0,0,0,0,2019-12-07
3883,Toby Alderweireld,TOT,D,4.2,1,1,90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,71,60,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,3,2,3,0,0,0,3,0,0,11,13,7,0,0,0,0,0,0,0,0,7,1,1,90,1,2019-12-07
3884,Mason Holgate,EVE,D,4.1,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,11,5,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,6,0,1,0,0,0,0,3,0,0,6,7,1,0,0,0,0,0,0,0,1,15,0,0,0,0,2019-12-07
3885,Diego Rico,BOU,"D,M",4.08,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,1,33,19,4,1,0,0,1,0,0,0,0,0,2,0,4,4,1,0,0,1,2,6,1,3,0,0,0,0,10,0,0,17,8,3,0,0,0,0,0,0,0,3,21,0,0,0,0,2019-12-07
3886,Kurt Zouma,CHE,D,4.0,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,9,2,0,0,0,0,0,0,0,0,0,1,107,100,13,0,0,0,0,0,0,0,1,0,2,0,8,8,0,0,0,0,0,10,5,8,4,0,0,0,6,0,0,9,10,7,0,0,0,0,0,0,0,3,13,0,0,0,0,2019-12-07
3887,Robbie Brady,BUR,M,3.92,1,1,71,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,15,11,5,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,2,0,0,0,2,0,0,10,0,0,0,1,0,0,0,0,0,4,10,0,0,0,0,2019-12-07
3888,Matthew Lowton,BUR,D,3.54,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,12,1,1,0,0,1,0,0,0,0,0,0,42,32,5,2,0,0,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,9,2,1,0,0,0,0,6,0,0,12,3,0,0,0,0,0,0,0,0,5,13,0,0,0,0,2019-12-07
3889,Fernandinho,MCI,"D,M",3.4,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,73,70,14,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,2,2,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-12-07
3890,James Tomkins,CRY,D,3.36,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,8,2,0,0,0,1,0,0,0,0,0,0,39,33,0,1,0,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,4,4,3,2,0,0,0,3,0,0,8,4,0,0,0,0,0,0,0,0,0,13,1,1,90,1,2019-12-07
3891,Tammy Abraham,CHE,F,3.32,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,4,8,0,0,0,0,0,0,0,0,0,0,1,18,16,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,12,3,8,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,2019-12-07
3892,Etienne Capoue,WAT,M,3.3,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,13,3,1,0,0,1,0,0,0,0,0,0,51,40,10,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,0,0,0,7,5,4,0,0,0,0,6,0,0,13,13,6,0,0,0,0,0,0,0,0,3,1,1,90,0,2019-12-07
3893,Alex Iwobi,EVE,"M,F",3.14,1,1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,19,2,0,0,0,0,0,0,0,0,0,0,21,12,10,2,1,1,1,0,0,0,1,0,1,0,0,0,4,1,0,0,0,2,15,0,1,0,0,0,9,0,0,19,5,0,0,0,0,0,0,0,0,1,15,0,0,0,0,2019-12-07
3894,Andre Gray,WAT,F,3.02,1,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,13,0,2019-12-07
3895,Simon Francis,BOU,D,2.94,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,32,22,2,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,1,1,3,4,1,1,0,0,0,4,0,0,10,6,1,0,0,0,0,0,0,0,3,21,0,0,0,0,2019-12-07
3896,Abdoulaye Doucoure,WAT,M,2.86,1,1,78,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,2,1,12,2,1,0,0,1,0,0,0,0,0,0,41,33,6,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,7,8,4,4,0,0,0,6,0,0,12,0,0,0,1,0,0,0,0,0,0,2,1,1,78,0,2019-12-07
3897,Callum Hudson-Odoi,CHE,F,2.86,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,10,8,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,2019-12-07
3898,Harry Maguire,MUN,D,2.8,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,15,1,0,0,0,0,0,0,0,1,0,3,0,10,10,0,0,0,0,1,4,2,2,2,0,0,0,7,0,0,3,4,3,0,0,0,0,0,0,0,1,23,0,0,0,0,2019-12-07
3899,Luke Shaw,MUN,D,2.74,1,1,88,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,22,17,4,2,0,0,2,0,0,0,4,0,1,1,6,6,0,0,0,1,1,3,6,2,3,0,0,0,1,0,0,10,1,1,0,1,0,0,0,0,0,1,22,0,0,0,0,2019-12-07
3900,Craig Cathcart,WAT,D,2.62,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,1,0,0,0,1,0,0,0,0,0,0,35,31,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,2,2,1,0,0,0,3,0,0,5,4,3,0,0,0,0,0,0,0,0,3,1,1,90,1,2019-12-07
3901,Victor Lindelof,MUN,D,2.54,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,33,27,0,0,0,0,0,0,0,0,2,0,0,0,8,8,0,0,0,0,4,5,1,2,0,0,0,0,6,0,0,7,3,0,0,0,0,0,0,0,0,1,23,0,0,0,0,2019-12-07
3902,Arnaut Danjuma Groeneveld,BOU,"M,F",2.28,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,1,12,0,0,0,0,0,0,0,0,0,0,0,20,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,3,0,0,0,0,0,4,0,0,12,2,0,0,0,0,0,0,0,0,3,21,0,0,0,0,2019-12-07
3903,Chris Wood,BUR,F,2.16,1,1,65,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,8,0,16,2,1,0,0,0,0,0,1,0,0,2,16,8,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,4,5,4,0,1,0,2,0,0,16,1,1,0,1,0,0,0,0,0,4,10,0,0,0,0,2019-12-07
3904,Ilkay Gundogan,MCI,M,2.12,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,6,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-12-07
3905,Dominic Solanke,BOU,F,2.1,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,10,2,1,0,0,0,0,0,0,0,0,1,12,5,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,5,8,3,2,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,2019-12-07
3906,Ashley Young,MUN,D,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-12-07
3907,Jeffrey Schlupp,CRY,"D,M",1.92,1,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,11,0,0,0,0,0,0,0,0,0,0,0,28,21,3,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,1,3,0,0,0,0,0,4,0,0,11,5,1,0,1,0,0,0,0,0,0,3,0,0,45,0,2019-12-07
3908,Chris Mepham,BOU,D,1.9,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,20,1,0,0,0,0,0,0,0,0,0,1,1,8,8,0,0,0,0,0,2,1,1,1,0,0,0,2,0,0,8,5,1,0,0,0,0,0,0,0,3,21,0,0,0,0,2019-12-07
3909,Cheikhou Kouyate,CRY,M,1.88,1,1,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,11,1,1,0,0,0,0,0,0,0,0,0,26,19,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,7,9,5,5,0,0,0,2,0,0,11,0,0,0,1,0,0,0,0,0,0,9,1,1,83,0,2019-12-07
3910,Dejan Lovren,LIV,D,1.86,1,1,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,51,43,3,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,1,3,0,0,0,0,4,0,0,8,5,2,0,1,0,0,0,0,0,0,2,0,0,40,0,2019-12-07
3911,Jack Simpson,BOU,D,1.82,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,1,0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,0,0,1,0,1,0,6,6,0,0,0,0,0,5,1,1,0,0,0,0,10,0,0,10,5,0,1,0,0,0,0,0,0,3,18,0,0,0,0,2019-12-07
3912,Philip Billing,BOU,M,1.78,1,1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,21,14,1,0,0,0,0,0,0,0,1,0,3,0,5,5,0,0,0,0,1,2,5,1,2,0,0,0,5,0,0,9,2,0,0,1,0,0,0,0,0,3,15,0,0,0,0,2019-12-07
3913,Andreas Pereira,MUN,M,1.78,1,0,16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,3,1,0,0,0,1,0,0,0,0,0,0,6,4,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,2,0,0,3,1,0,1,0,0,0,0,0,0,1,4,0,0,0,0,2019-12-07
3914,Curtis Jones,LIV,M,1.3,1,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,14,0,2019-12-07
3915,Nathaniel Chalobah,WAT,M,1.22,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,12,0,2019-12-07
3916,Andros Townsend,CRY,"M,F",1.16,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,15,1,0,0,0,0,0,0,0,0,0,0,21,13,7,2,0,0,2,0,0,1,0,0,0,0,0,0,3,2,0,0,0,2,6,0,1,0,0,0,7,0,0,15,7,2,0,1,0,0,0,0,0,0,7,1,1,73,0,2019-12-07
3917,Tom Davies,EVE,M,1.1,1,0,19,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,0,2,0,0,8,2,0,1,0,0,0,0,0,0,0,7,0,0,0,0,2019-12-07
3918,Michy Batshuayi,CHE,F,1.08,1,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2019-12-07
3919,Xherdan Shaqiri,LIV,"M,F",1.06,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,2019-12-07
3920,Christian Benteke,CRY,F,1.02,1,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,6,0,0,17,0,2019-12-07
3921,Leighton Baines,EVE,D,1.02,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,2019-12-07
3922,John Stones,MCI,D,0.98,1,1,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,52,49,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,3,3,3,0,1,0,0,0,0,0,2,8,0,0,0,0,2019-12-07
3923,Eric Dier,TOT,M,0.9,1,1,90,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,13,3,0,0,0,1,0,0,0,0,0,0,57,45,4,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,8,7,5,2,0,0,0,6,0,0,13,6,2,0,0,0,0,0,0,0,0,7,1,1,90,0,2019-12-07
3924,Jairo Riedewald,CRY,M,0.9,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,12,10,3,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,3,0,1,0,0,0,5,0,0,4,0,0,1,0,0,0,0,0,0,0,10,0,0,45,0,2019-12-07
3925,Lewis Cook,BOU,M,0.78,1,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,16,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,3,0,0,4,3,2,1,0,0,0,0,0,0,0,6,0,0,0,0,2019-12-07
3926,Michael Keane,EVE,D,0.7,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,17,10,1,0,0,0,0,0,0,0,1,0,1,0,9,9,0,0,0,1,0,10,4,9,3,0,0,0,2,0,0,9,4,1,0,0,0,0,0,0,0,1,15,0,0,0,0,2019-12-07
3927,Aaron Lennon,BUR,M,0.68,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0,0,0,0,0,0,0,13,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,2019-12-07
3928,Bernard,EVE,"M,F",0.64,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2019-12-07
3929,Nathan Ake,BOU,D,0.64,1,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,2019-12-07
3930,Ryan Sessegnon,TOT,"D,M,F",0.6,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,0,2019-12-07
3931,Jack Cork,BUR,M,0.32,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,45,41,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,8,1,2,0,0,0,4,0,0,6,3,3,0,0,0,0,0,0,0,5,13,0,0,0,0,2019-12-07
3932,Dan Gosling,BOU,M,0.12,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2019-12-07
3933,Troy Parrott,TOT,F,0.08,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,2019-12-07
3934,James McCarthy,CRY,M,0.04,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,3,2,1,1,0,0,0,0,0,0,0,4,0,0,7,0,2019-12-07
3935,Matej Vydra,BUR,F,0.04,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,2019-12-07
3936,Axel Tuanzebe,MUN,D,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-12-07
3937,Oliver Skipp,TOT,M,-0.36,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,2019-12-07
3938,Callum Wilson,BOU,F,-0.4,1,1,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,3,11,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,8,1,6,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,15,0,0,0,0,2019-12-07
3939,Diogo Jota,WOL,"M,F",30.88,1,1,77,2,2,0,0,0,0,0,0,0,0,0,0,6,3,0,2,0,0,0,1,1,12,1,2,0,0,0,0,0,0,0,0,1,27,19,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,5,5,1,2,0,1,1,4,0,0,12,2,0,0,1,0,0,0,0,0,2,12,0,0,0,0,2019-12-08
3940,Jamie Vardy,LEI,F,30.8,1,1,90,2,4,0,2,0,0,0,0,0,0,0,0,4,3,0,1,1,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,10,5,2,1,0,0,1,0,0,1,0,0,0,0,2,2,2,2,0,0,1,4,2,1,2,0,0,2,1,0,0,7,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,2019-12-08
3941,James Maddison,LEI,"M,F",29.9,1,1,90,0,4,1,5,0,0,0,0,1,0,0,0,3,0,1,1,2,1,0,1,0,14,1,7,0,0,0,0,0,0,0,0,0,60,55,21,9,3,2,6,4,1,0,0,0,2,0,0,0,3,2,0,0,0,11,6,0,0,1,0,0,9,0,0,14,3,2,0,0,0,0,0,0,0,1,15,0,0,0,0,2019-12-08
3942,Kelechi Iheanacho,LEI,F,24.42,1,1,64,1,3,1,4,0,0,0,0,0,0,0,0,4,1,0,2,2,1,0,2,2,4,1,0,0,0,1,0,0,0,0,0,1,21,21,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,5,1,2,1,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,2019-12-08
3943,Jack Grealish,AVL,"M,F",23.6,1,1,90,1,1,0,3,0,0,0,0,0,0,0,0,2,1,0,1,3,2,0,4,3,17,2,6,0,0,1,0,0,0,0,0,0,40,35,22,2,0,0,2,2,0,0,0,0,0,0,0,0,6,4,0,0,0,13,7,0,0,0,0,0,8,0,0,17,3,3,0,0,0,0,0,0,0,4,23,0,0,0,0,2019-12-08
3944,George Baldock,SHU,"D,M",22.84,1,1,90,1,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,3,18,0,1,0,0,0,0,0,0,0,0,0,33,22,5,2,1,1,1,0,0,0,1,0,0,0,0,0,2,2,0,1,0,4,3,0,0,0,0,0,12,0,0,18,7,1,0,0,0,0,0,0,0,1,14,0,0,0,0,2019-12-08
3945,Emiliano Buendia,NOR,M,22.8,1,1,90,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,1,4,3,0,4,0,30,0,2,0,0,0,0,0,0,0,0,0,75,60,24,13,4,1,9,9,3,0,0,0,3,0,1,1,5,3,0,0,0,11,6,2,3,0,0,0,12,0,0,30,9,7,0,0,0,0,0,0,0,2,9,0,0,0,0,2019-12-08
3946,Jonjo Shelvey,NEW,M,20.04,1,1,90,1,2,0,4,0,0,0,0,0,0,0,0,3,1,0,2,2,1,0,1,0,15,3,0,0,0,1,0,0,0,0,0,0,44,32,11,2,1,0,1,3,1,0,2,0,4,2,2,2,1,0,0,0,0,3,8,1,3,0,0,0,4,0,0,15,14,8,0,0,0,0,0,0,0,1,19,0,0,0,0,2019-12-08
