,Player,Team,Position,FPts,GP,GS,Min,G,GOF,A,KP,ABS,AFKG,AHW,AOG,APL,APKG,AR,ASOP,S,SOT,SOP,SB,Tk,TkW,TLM,Tu,DIS,PLC,FC,FS,ErS,ErG,YC,RC,RCR,HB,Pen,DP,Off,PA,AP,SFTP,C,AC,ACNC,CF,CK,CIB,CF.1,CC,FKS,Int,IntB,CLRA,CLR,CoA,CoS,CSLM,BC,BS,DW,DL,AER,AERL,BCC,BCM,BCS,BR,FKG,FKM,PL,LB,LBA,SubOn,SubOff,PKG,PKA,PKM,PKD,OG,GAO,SAO,CS,CS.1,MCS,CSD,Date
3808,Sokratis,ARS,D,0.22,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,38,36,1,0,0,0,0,0,0,0,3,0,1,0,4,4,2,2,0,1,3,6,2,2,1,0,0,0,4,0,0,2,3,2,0,0,0,0,0,0,0,2,20,0,0,0,0,2019-12-05
3809,Joelinton,NEW,F,0.1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,4,1,2,0,0,0,1,0,0,6,0,0,1,0,0,0,0,0,0,0,2,0,0,18,0,2019-12-05
3810,Martin Montoya,BHA,"D,M",0.08,1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,4,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2019-12-05
3811,Shane Duffy,BHA,D,0.04,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2019-12-05
3812,Harry Kane,TOT,F,37.92,1,1,90,2,5,1,2,0,0,0,0,0,0,0,0,6,2,0,2,1,1,0,3,1,20,4,2,0,0,0,0,0,0,0,0,0,34,21,7,0,0,0,0,0,0,1,0,0,1,0,0,0,5,3,0,0,0,11,13,6,5,1,0,0,3,0,0,20,6,1,0,0,0,0,0,0,0,0,7,1,1,90,0,2019-12-07
3813,Dominic Calvert-Lewin,EVE,F,30.32,1,1,90,2,3,0,1,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,4,0,16,4,2,0,0,1,0,0,0,0,0,1,26,16,9,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,0,0,1,13,18,11,13,0,0,2,6,0,0,16,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,2019-12-07
3814,Mohamed Salah,LIV,F,29.92,1,1,90,1,3,1,4,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,3,3,15,1,0,0,0,0,0,0,0,0,0,1,42,36,17,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,1,1,1,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,1,1,90,0,2019-12-07
3815,Son Heung-Min,TOT,"M,F",29.72,1,1,90,1,5,1,4,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,3,0,14,0,1,0,0,0,0,0,0,0,0,1,26,21,9,4,2,1,2,1,1,0,0,0,1,0,0,0,9,6,0,0,0,7,4,0,0,1,0,1,5,0,0,14,3,2,0,0,0,0,0,0,0,0,7,1,1,90,0,2019-12-07
3816,Naby Keita,LIV,M,28.3,1,1,90,1,3,1,3,0,0,0,0,0,0,0,0,3,2,0,1,3,1,0,3,0,8,1,1,0,0,0,0,0,0,0,0,0,95,90,30,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,5,3,0,1,1,0,1,13,0,0,8,1,0,0,0,0,0,0,0,0,0,3,1,1,90,0,2019-12-07
3817,Mateo Kovacic,CHE,M,22.26,1,1,90,1,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,3,1,0,1,4,22,0,3,0,0,0,0,0,0,0,0,0,80,68,17,2,1,1,1,0,0,0,0,0,1,0,0,0,7,6,0,0,0,13,7,1,1,0,0,0,8,0,0,22,5,2,0,0,0,0,0,0,0,3,13,0,0,0,0,2019-12-07
3818,Kevin De Bruyne,MCI,M,21.96,1,1,90,0,1,0,5,0,0,0,0,0,0,0,0,4,0,0,2,2,0,0,0,0,27,1,0,0,0,1,0,0,0,0,0,0,80,68,37,18,4,3,14,11,1,3,0,1,2,0,2,2,3,2,0,0,0,5,5,1,0,1,0,0,3,0,0,27,3,2,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-12-07
3819,Dele Alli,TOT,M,18.96,1,1,85,0,5,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,4,10,0,1,0,0,0,0,0,0,0,0,0,27,23,9,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,2,8,0,4,1,0,0,3,0,0,10,0,0,0,1,0,0,0,0,0,0,7,1,1,85,0,2019-12-07
3820,Jan Vertonghen,TOT,D,18.26,1,1,90,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,63,53,3,1,0,0,1,0,0,0,0,0,3,1,3,3,2,2,0,0,0,9,1,2,1,1,0,0,9,0,0,11,4,0,0,0,0,0,0,0,0,0,7,1,1,90,1,2019-12-07
3821,Gerard Deulofeu,WAT,"M,F",17.58,1,1,90,0,0,0,3,0,0,0,0,0,0,0,0,3,1,0,1,1,0,0,1,0,19,0,2,0,0,0,0,0,0,0,0,0,28,19,12,11,3,1,8,6,2,0,0,0,1,0,0,0,3,2,0,0,0,5,3,0,0,1,0,0,2,0,0,19,2,1,0,0,0,0,0,0,0,0,3,1,1,90,0,2019-12-07
3822,Lucas Moura,TOT,"M,F",17.3,1,1,75,1,5,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,4,1,11,0,1,0,0,0,0,0,0,0,0,0,20,15,11,0,0,0,0,0,0,0,0,0,2,0,1,1,4,3,0,0,0,7,7,1,4,0,0,1,7,0,0,11,2,0,0,1,0,0,0,0,0,0,6,1,1,75,0,2019-12-07
3823,Richarlison,EVE,"M,F",17.24,1,1,71,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,0,3,2,8,1,3,0,0,1,0,0,0,0,0,1,15,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,7,1,2,0,0,1,2,0,0,8,0,0,0,1,0,0,0,0,0,1,8,0,0,0,0,2019-12-07
3824,Djibril Sidibe,EVE,D,16.84,1,1,90,0,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,2,2,20,2,1,0,0,0,0,0,0,0,0,0,31,22,9,2,1,1,1,0,0,0,0,0,4,0,3,3,0,0,0,0,0,8,7,0,1,1,0,0,9,0,0,20,6,4,0,0,0,0,0,0,0,1,15,0,0,0,0,2019-12-07
3825,Anthony Martial,MUN,"M,F",16.26,1,1,74,1,2,0,1,0,0,0,0,0,0,0,0,3,2,0,1,1,1,0,2,0,6,2,0,0,0,0,0,0,1,0,0,0,15,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,6,0,3,0,0,0,4,0,0,6,1,1,0,1,0,0,0,0,0,0,19,0,1,0,0,2019-12-07
3826,Marcus Rashford,MUN,"M,F",15.76,1,1,90,1,2,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,0,0,16,13,9,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,2,5,0,0,0,0,1,2,0,0,6,2,2,0,0,1,1,0,1,0,1,23,0,0,0,0,2019-12-07
3827,Jordan Henderson,LIV,M,15.7,1,1,90,0,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,0,14,0,0,0,0,0,0,0,0,0,0,0,151,140,28,2,0,0,2,0,0,1,0,1,1,0,1,1,1,1,0,0,0,3,1,0,1,1,0,0,12,0,0,14,15,10,0,0,0,0,0,0,0,0,3,1,1,90,0,2019-12-07
3828,Alex Oxlade-Chamberlain,LIV,"M,F",15.1,1,1,87,1,3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,14,1,0,0,0,0,0,0,0,0,0,0,31,25,14,3,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,7,1,2,0,0,1,2,0,0,14,5,4,0,1,0,0,0,0,0,0,3,1,1,87,0,2019-12-07
3829,Riyad Mahrez,MCI,"M,F",14.54,1,0,25,0,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,18,17,9,6,2,0,4,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,7,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,2019-12-07
3830,Moussa Sissoko,TOT,M,14.52,1,1,90,1,5,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,1,0,8,1,1,0,0,0,0,0,0,0,0,0,32,26,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,5,0,2,0,1,1,8,0,0,8,4,2,0,0,0,0,0,0,0,0,7,1,1,90,0,2019-12-07
3831,Daniel James,MUN,"M,F",14.28,1,1,90,0,2,1,4,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,10,0,0,0,0,0,0,0,0,0,0,0,21,19,7,2,0,0,2,0,0,0,1,0,1,0,0,0,3,1,0,2,0,2,7,0,1,0,0,0,7,0,0,10,1,1,0,0,0,0,0,0,0,1,23,0,0,0,0,2019-12-07
3832,Nicolas Otamendi,MCI,D,13.98,1,0,31,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,24,24,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1,1,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2019-12-07
3833,David Silva,MCI,M,13.78,1,1,90,0,1,0,4,0,0,0,0,0,0,0,0,3,2,0,1,1,1,0,2,2,17,2,1,0,0,0,0,0,0,0,0,0,58,49,32,4,0,0,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,3,7,1,3,0,0,0,5,0,0,17,1,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-12-07
3834,Ismaila Sarr,WAT,"M,F",13.68,1,1,90,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,2,1,1,0,2,2,17,0,2,0,0,0,0,0,0,0,0,0,30,24,10,6,1,1,5,0,0,3,0,0,0,0,0,0,9,7,0,0,0,13,6,3,1,1,1,0,7,0,0,17,2,2,0,0,0,0,0,0,0,0,3,1,1,90,0,2019-12-07
3835,Dwight McNeil,BUR,M,12.62,1,1,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,21,1,3,0,0,0,0,0,0,0,0,0,37,31,3,10,3,3,7,0,0,0,0,0,1,0,0,0,10,6,0,0,0,11,14,1,2,1,0,0,6,0,0,21,3,0,0,0,0,0,0,0,0,5,13,0,0,0,0,2019-12-07
3836,Raheem Sterling,MCI,"M,F",12.36,1,1,90,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,2,5,23,0,2,0,0,0,0,0,0,0,0,0,50,43,31,5,0,0,5,0,0,2,0,0,2,0,1,1,7,5,0,0,0,11,10,2,2,0,0,0,6,0,0,23,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-12-07
3837,Trent Alexander-Arnold,LIV,D,11.34,1,0,50,0,2,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,45,37,7,8,1,0,7,1,1,2,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,3,0,0,19,6,2,1,0,0,0,0,0,0,0,1,0,0,50,0,2019-12-07
3838,Joseph Gomez,LIV,D,10.92,1,1,90,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,2,2,0,0,1,0,0,0,0,0,0,118,106,8,4,2,2,2,0,0,0,0,0,3,1,1,1,3,2,0,0,0,7,7,3,2,0,0,0,9,0,0,18,10,4,0,0,0,0,0,0,0,0,3,1,1,90,1,2019-12-07
3839,Christian Pulisic,CHE,"M,F",9.94,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,3,6,30,1,4,0,0,0,0,0,0,0,0,1,28,17,8,3,0,0,3,0,0,1,0,0,0,0,1,1,10,4,0,0,0,9,13,0,0,0,0,0,3,0,0,30,3,1,0,0,0,0,0,0,0,3,13,0,0,0,0,2019-12-07
3840,Angelino,MCI,D,9.8,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,80,70,31,7,2,2,5,0,0,2,0,0,2,0,2,2,0,0,0,0,0,4,1,1,0,0,0,0,8,0,0,16,7,5,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-12-07
3841,Adam Masina,WAT,D,9.1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,21,1,1,0,0,0,0,0,0,0,0,0,38,25,5,3,0,0,3,0,0,0,0,0,2,0,3,3,1,0,0,0,0,7,7,4,1,0,0,0,6,0,0,21,13,4,0,0,0,0,0,0,0,0,3,1,1,90,1,2019-12-07
3842,Cesar Azpilicueta,CHE,D,9.08,1,1,90,0,1,0,2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,18,1,0,0,0,0,0,0,0,0,0,0,64,49,17,3,2,2,1,0,0,1,0,0,3,0,4,4,0,0,0,0,2,3,2,2,1,0,0,0,4,0,0,18,10,4,0,0,0,0,0,0,0,3,13,0,0,0,0,2019-12-07
3843,Reece James,CHE,D,8.58,1,1,82,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,9,2,2,0,0,0,0,0,1,0,0,0,43,39,11,4,2,2,2,0,0,1,0,0,0,0,1,1,4,3,0,1,0,9,6,2,4,0,0,0,4,0,0,9,6,3,0,1,0,0,0,0,0,2,12,0,0,0,0,2019-12-07
3844,Aaron Wan-Bissaka,MUN,"D,M",8.46,1,1,90,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,2,0,17,1,1,0,0,0,0,0,0,0,0,0,24,13,3,1,0,0,1,0,0,0,4,0,2,1,7,7,1,1,0,4,3,7,6,0,1,0,0,0,5,0,0,17,3,0,0,0,0,0,0,0,0,1,23,0,0,0,0,2019-12-07
3845,Roberto Firmino,LIV,"M,F",8.34,1,1,90,0,3,0,2,0,0,0,0,0,0,0,0,5,1,0,2,1,0,0,5,1,12,1,0,0,0,0,0,0,0,0,0,0,23,17,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4,5,2,3,1,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,1,1,90,0,2019-12-07
3846,Mason Mount,CHE,"M,F",8.34,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,3,3,17,0,1,0,0,0,0,0,0,0,0,0,33,27,10,4,1,1,3,1,0,1,0,0,0,0,0,0,2,1,0,0,0,2,4,0,0,0,0,0,4,0,0,17,1,1,0,0,0,0,0,0,0,3,13,0,0,0,0,2019-12-07
3847,Kiko Femenia,WAT,D,8.3,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,15,5,0,0,0,1,0,0,0,0,0,0,40,30,8,6,2,2,4,0,0,2,1,0,1,0,2,2,0,0,0,0,0,4,10,1,1,0,0,0,12,0,0,15,10,5,0,0,0,0,0,0,0,0,3,1,1,90,1,2019-12-07
3848,James Milner,LIV,"D,M",8.1,1,1,90,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,112,100,20,3,0,0,3,2,0,0,0,0,0,0,0,0,5,5,0,0,0,6,4,0,2,0,0,0,10,0,0,15,10,6,0,0,0,0,0,0,0,0,3,1,1,90,0,2019-12-07
3849,James McArthur,CRY,M,7.94,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,2,0,12,2,2,0,0,0,0,0,0,0,0,0,35,27,10,2,0,0,2,0,0,0,2,0,2,0,3,3,0,0,0,2,1,5,9,1,3,0,0,0,5,0,0,12,4,1,0,0,0,0,0,0,0,0,13,1,1,90,0,2019-12-07
3850,Andrew Robertson,LIV,D,7.88,1,1,76,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,48,39,8,3,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,5,0,0,13,6,2,0,1,0,0,0,0,0,0,3,1,1,76,1,2019-12-07
3851,Christian Kabasele,WAT,D,7.58,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,15,2,3,0,0,0,0,0,0,0,0,0,44,29,6,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0,0,0,1,7,3,3,2,0,0,0,1,0,0,15,14,6,0,0,0,0,0,0,0,0,3,1,1,90,1,2019-12-07
3852,Rodrigo,MCI,M,7.52,1,1,86,0,1,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,10,1,1,0,0,0,0,0,0,0,0,0,73,66,26,1,0,0,1,0,0,1,0,0,2,0,0,0,3,3,0,0,0,4,2,0,1,0,0,0,6,0,0,10,11,6,0,1,0,0,0,0,0,2,10,0,0,0,0,2019-12-07
3853,Theo Walcott,EVE,"M,F",7.5,1,1,86,0,3,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,3,1,13,2,2,0,0,0,0,0,0,0,0,0,11,5,4,2,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3,8,0,2,0,0,0,2,0,0,13,3,0,0,1,0,0,0,0,0,1,12,0,0,0,0,2019-12-07
3854,Scott McTominay,MUN,M,7.38,1,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,1,12,1,5,0,0,0,0,0,0,0,0,0,26,19,2,0,0,0,0,0,0,0,1,0,3,2,4,4,1,1,0,0,0,13,3,4,1,0,0,0,7,0,0,12,2,1,0,0,0,0,0,0,0,1,23,0,0,0,0,2019-12-07
3855,Jay Rodriguez,BUR,F,7.16,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,1,0,5,3,21,0,1,0,0,0,0,0,0,0,0,0,18,8,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,7,17,4,9,0,1,0,5,0,0,21,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,2019-12-07
3856,Jefferson Lerma,BOU,M,7.04,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10,0,3,0,0,0,0,0,0,0,0,0,33,27,2,0,0,0,0,0,0,0,0,0,5,1,1,1,3,2,0,0,0,8,4,2,1,0,0,0,9,0,0,10,4,2,0,0,0,0,0,0,0,3,21,0,0,0,0,2019-12-07
3857,Kyle Walker,MCI,D,7.02,1,1,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,14,2,1,0,0,1,0,0,0,0,0,0,72,66,24,6,0,0,6,0,0,2,0,0,2,0,1,1,0,0,0,0,1,5,4,1,1,0,0,0,7,0,0,14,5,4,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-12-07
3858,Gabriel Jesus,MCI,F,7.0,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,1,0,1,3,10,1,2,0,0,0,0,0,0,0,0,0,18,15,7,1,0,0,1,0,0,1,0,0,1,0,0,0,4,2,0,0,0,8,9,3,2,0,1,0,3,0,0,10,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,2019-12-07
3859,Andreas Christensen,CHE,D,7.0,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,6,1,3,0,0,0,0,0,0,0,0,0,81,75,2,0,0,0,0,0,0,0,0,0,2,0,5,5,0,0,0,0,0,11,9,9,7,0,0,0,4,0,0,6,10,5,0,0,0,0,0,0,0,3,13,0,0,0,0,2019-12-07
3860,Bernardo Silva,MCI,"M,F",6.88,1,1,65,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,7,1,2,0,0,1,0,0,0,1,0,0,40,34,21,1,0,0,1,0,0,2,0,0,1,0,0,0,2,2,0,0,0,6,3,1,1,0,0,0,4,0,0,7,1,1,0,1,0,0,0,0,0,2,8,0,0,0,0,2019-12-07
3861,Willian,CHE,"M,F",6.82,1,1,71,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,12,0,1,0,0,0,0,0,0,0,0,0,19,16,11,5,2,1,3,4,1,0,0,0,0,0,0,0,9,6,0,0,0,8,5,0,0,0,0,0,5,0,0,12,0,0,0,1,0,0,0,0,0,2,10,0,0,0,0,2019-12-07
3862,Serge Aurier,TOT,D,6.82,1,1,80,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,1,0,10,3,0,0,0,0,0,0,0,0,0,0,26,21,8,2,0,0,2,0,0,0,0,0,1,0,2,2,1,1,0,0,0,6,7,1,2,0,0,0,4,0,0,10,2,1,0,1,0,0,0,0,0,0,6,1,1,80,1,2019-12-07
3863,Luka Milivojevic,CRY,M,6.68,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,14,2,1,0,0,0,0,0,0,0,0,0,52,44,6,4,0,0,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,6,5,3,0,0,0,0,6,0,0,14,8,3,0,0,0,0,0,0,0,0,13,1,1,90,0,2019-12-07
3864,NGolo Kante,CHE,M,6.58,1,1,90,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,4,21,2,0,0,0,0,0,0,0,0,0,0,71,59,19,2,2,2,0,0,0,0,0,0,2,0,4,4,3,3,0,0,1,7,8,1,0,0,0,0,13,0,0,21,6,3,0,0,0,0,0,0,0,3,13,0,0,0,0,2019-12-07
3865,Roberto Pereyra,WAT,"M,F",6.46,1,1,77,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2,3,9,0,2,0,0,0,0,0,0,0,0,0,24,23,11,0,0,0,0,0,0,1,0,1,2,0,0,0,3,1,0,0,0,4,5,0,0,0,0,0,6,0,0,9,2,2,0,1,0,0,0,0,0,0,1,1,1,77,0,2019-12-07
3866,Jesse Lingard,MUN,"M,F",6.4,1,1,89,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,1,8,2,1,0,0,0,0,0,0,0,0,0,23,20,8,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,5,0,0,0,0,0,2,0,0,8,0,0,0,1,0,0,0,0,0,1,22,0,0,0,0,2019-12-07
3867,Troy Deeney,WAT,F,6.26,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3,0,10,1,4,0,0,0,0,0,0,0,0,1,20,13,8,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,12,12,7,12,0,0,0,1,0,0,10,1,1,0,0,0,0,0,0,0,0,3,1,1,90,0,2019-12-07
3868,Virgil van Dijk,LIV,D,6.2,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8,0,1,0,0,0,0,0,0,0,0,0,93,85,7,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,7,2,5,2,0,0,0,4,0,0,8,11,8,0,0,0,0,0,0,0,0,3,1,1,90,1,2019-12-07
3869,Davinson Sanchez,TOT,D,5.98,1,1,90,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,64,49,0,0,0,0,0,0,0,0,1,0,0,0,7,7,0,0,0,0,1,8,4,6,2,0,0,0,5,0,0,16,10,4,0,0,0,0,0,0,0,0,7,1,1,90,1,2019-12-07
3870,Gylfi Sigurdsson,EVE,"M,F",5.58,1,1,90,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,25,19,7,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,4,3,0,1,0,0,0,10,0,0,9,3,2,0,0,0,0,0,0,0,1,15,0,0,0,0,2019-12-07
3871,Jordan Ayew,CRY,F,5.52,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,4,2,10,1,3,0,0,0,0,0,0,0,0,1,19,16,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,8,8,0,5,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,13,1,1,90,0,2019-12-07
3872,Martin Kelly,CRY,D,5.46,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,20,2,0,0,0,0,0,0,0,0,0,0,38,23,1,0,0,0,0,0,0,0,1,0,2,0,8,8,1,1,0,1,0,4,4,1,2,0,0,0,2,0,0,20,4,1,0,0,0,0,0,0,0,0,13,1,1,90,1,2019-12-07
3873,Erik Pieters,BUR,D,5.1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,1,0,0,0,0,0,0,0,0,0,65,50,5,3,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,1,3,0,0,0,0,6,0,0,18,3,0,0,0,0,0,0,0,0,5,13,0,0,0,0,2019-12-07
3874,Jeff Hendrick,BUR,"M,F",5.08,1,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10,0,2,0,0,0,0,0,0,0,0,0,51,44,10,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,4,3,0,1,0,0,0,4,0,0,10,5,4,0,0,0,0,0,0,0,5,13,0,0,0,0,2019-12-07
3875,Morgan Schneiderlin,EVE,M,5.04,1,1,90,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,3,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,26,17,3,1,0,0,1,0,0,0,0,0,1,0,3,3,0,0,0,0,0,8,4,2,1,0,0,0,5,0,0,10,5,1,0,0,0,0,0,0,0,1,15,0,0,0,0,2019-12-07
3876,James Tarkowski,BUR,D,4.64,1,1,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,72,57,4,0,0,0,0,0,0,0,0,0,3,0,3,3,1,1,0,0,1,9,4,7,2,0,0,0,9,0,0,15,14,9,0,0,0,0,0,0,0,5,13,0,0,0,0,2019-12-07
